"PID","message_choice","is_dom","CWV","message_aff","message_dom","choice_dom","comp_dom","attitude_dom","choice_aff","comp_aff","attitude_aff","nompred_dom","nompred_aff","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","MID_aff","MID_dom","age","race","edu","income","gender","employment","feedback"
235,"aff",0,2.6,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",25,2,"do task",35,6,0,1,15,25,50,75,100,115,125,140,170,200,5,4,1,3,2,2,3,2,2,2,1,"JV696yc","AB972vt",29,"white","GED","$20,001-$40,000","man","Part-time",""
236,"aff",0,2.1,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","skip task",50,1,"do task",50,6,0,1,100,100,100,200,200,200,200,200,200,200,2,3,1,2,2,3,2,1,3,2,1,"TO642sj","WC835pl",49,"multiracial","GED","$20,001-$40,000","woman","Part-time",""
237,"aff",0,2,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",10,1,"do task",36,6,0,1,30,86,101,106,103,133,130,139,154,173,1,2,2,2,2,3,2,2,2,2,1,"VM414kq","ZC801er",37,"white","MA","Over $200,000","man","Full-time",""
238,"aff",0,3.7,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",46,7,"do task",48,7,1,1,80,100,113,129,148,183,177,188,197,197,3,3,4,6,1,6,3,6,2,3,1,"PA168kd","PT099gj",35,"white","PHD","Over $200,000","man","Full-time",""
239,"aff",0,1.4,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","do task",9,2,"do task",44,7,0,1,10,20,29,40,52,59,70,80,87,102,1,1,1,1,1,2,2,1,2,2,1,"TC529xj","GJ795ld",49,"white","2yearColl","$80,001-$100,000","woman","Full-time",""
240,"aff",0,1,"I am hoping you can lend your expertise on this request, given that I know you have a knack for this type of thing! I really appreciate your help, and please let me know if you have any questions!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",50,2,"do task",50,7,0,1,200,200,200,200,200,200,200,200,200,200,1,1,1,1,1,1,1,1,1,1,1,"UD880hg","KJ482kw",66,"black","4yearColl","$80,001-$100,000","woman","Retired",""
241,"dom",1,2.3,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","do task",45,6,"do task",45,5,1,1,0,20,50,80,100,120,140,160,180,200,4,3,1,1,1,5,2,1,2,3,1,"AC528ed","GV333wu",51,"white","4yearColl","$60,001-$80,000","woman","Part-time",""
242,"dom",1,2.1,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",50,1,"skip task",26,6,0,1,5,7,17,42,93,124,153,175,188,200,3,2,1,1,2,2,2,2,3,3,1,"EP725gv","AB972vt",61,"white","2yearColl","$120,001-$140,000","woman","Full-time",""
243,"aff",0,1.5,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","do task",50,1,"do task",50,6,0,1,200,200,200,200,200,200,200,200,200,200,2,1,1,2,1,2,1,1,3,1,1,"OA261ld","YI774jh",24,"multiracial","4yearColl","$40,001-$60,000",NA,"Full-time",""
244,"aff",0,3.6,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",29,3,"do task",43,5,0,1,200,200,200,200,161,155,137,136,104,85,3,5,5,3,3,5,3,3,3,3,1,"RA103dx","XW406gb",40,"white","GED","$60,001-$80,000","man","Full-time",""
245,"aff",0,2.8,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","skip task",18,2,"do task",38,7,0,1,200,200,200,200,200,200,200,200,200,200,5,5,5,1,1,5,1,1,2,2,1,"YF438np","LB941bt",25,"white","4yearColl","$0-$20,000","man","Unemployed",""
246,"aff",0,2.6,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","do task",42,3,"do task",50,5,0,1,200,200,200,200,200,200,200,200,200,200,5,1,2,4,1,5,1,1,3,3,1,"VQ327uf","GV333wu",27,"black","GED","$20,001-$40,000","woman","Part-time, Homemaker",""
247,"aff",0,2.6,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","skip task",10,2,"do task",35,6,0,1,100,100,100,100,100,200,200,200,200,200,3,3,2,2,3,4,2,2,2,3,1,"BA092or","YI774jh",28,"white","2yearColl","$60,001-$80,000","woman","Full-time",""
248,"aff",0,2.6,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",25,3,"do task",40,6,0,1,57,74,96,114,132,149,163,174,184,191,5,2,2,2,2,5,2,2,2,2,1,"EP725gv","XD206yn",45,"black","4yearColl","$40,001-$60,000","woman","Full-time","please send more projects I enjoy the ones with the games. They allow me to use my mind more. thank you."
249,"aff",0,2.4,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",20,2,"do task",50,7,0,1,50,50,50,49,53,53,50,49,50,50,4,1,1,6,2,2,1,1,2,4,1,"LW745iy","MR621vy",31,"black","MA","$160,001-$180,000","man","Part-time",""
250,"aff",0,2.5,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",42,6,"do task",46,6,0,1,36,49,59,68,95,110,151,200,200,200,2,3,1,2,1,3,7,2,2,2,1,"EP725gv","MR621vy",58,"white","MA","$80,001-$100,000","man","Full-time",""
251,"aff",0,4.1,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",27,6,"do task",31,6,0,1,108,27,56,83,103,119,136,152,168,183,3,4,4,5,3,5,4,4,5,4,1,"VM414kq","MR621vy",20,"asian","4yearColl","Over $200,000","woman","Full-time",NA
252,"aff",0,4.2,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","do task",50,3,"do task",39,5,0,1,41,55,47,62,60,51,59,48,54,76,5,5,5,3,5,5,4,3,4,3,1,"VD105li","MR621vy",36,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
253,"aff",0,2.7,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","skip task",10,1,"do task",41,6,0,1,10,20,30,40,50,60,75,85,95,200,3,4,1,2,4,4,1,2,4,2,1,"BA092or","LC320iz",61,"white","GED","$140,001-$160,000","woman","Full-time",""
254,"aff",0,2,"Hey. Our boss has given us a fun and easy task to complete. I think it will allow you to test your intelligence and see exactly how much you know. You will be granting a bonus based on how much you would come up with. Let's do it! It is definitely worth our time.","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","do task",41,3,"do task",47,6,0,1,30,50,100,140,150,160,170,180,190,200,2,2,2,2,2,2,2,2,2,2,1,"VD105li","WC835pl",61,"white","4yearColl","$80,001-$100,000","woman","Part-time",""
255,"aff",0,2.8,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",45,2,"do task",50,6,0,1,200,200,200,200,200,200,200,200,200,200,3,5,1,1,2,7,2,2,1,4,1,"LW745iy","XD206yn",30,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
256,"aff",0,1.4,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",14,1,"do task",39,6,0,1,200,200,200,200,200,200,200,200,200,200,1,1,1,2,1,1,2,1,2,2,1,"OA261ld","JI806xu",41,"white","MA","$100,001-$120,000","woman","Full-time",""
257,"aff",0,2.4,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","skip task",30,3,"do task",50,6,0,1,25,50,100,100,100,200,200,200,200,200,3,2,2,2,2,3,2,2,3,3,1,"VQ327uf","YI774jh",43,"white","GED","$60,001-$80,000","man","Full-time",""
258,"aff",0,2,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",48,3,"do task",45,4,1,1,0,0,100,100,180,180,200,200,200,200,3,2,2,2,2,2,2,2,2,1,1,"DV618ch","XW406gb",26,"white","4yearColl","$180,001-$200,000","woman","Full-time",""
259,"aff",0,1.5,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",42,2,"do task",42,7,0,1,14,48,76,97,119,142,167,184,200,200,1,1,1,1,1,1,1,1,4,3,1,"RA103dx","KJ482kw",36,"white","4yearColl","$60,001-$80,000","man","Full-time","None."
260,"aff",0,3.3,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",28,3,"do task",44,7,0,1,8,31,57,84,110,128,143,159,177,199,5,4,1,2,1,6,2,2,5,5,1,"BD990bc","ZC801er",46,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
261,"aff",0,1.9,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","This task I am assigning you is pretty important and needs to be done as well as possible. If you do not perform well you will not be receiving a possible bonus that I can reward you with. If you want this bonus, you will perform according.","skip task",5,1,"do task",40,6,0,1,200,200,200,200,200,200,200,200,200,200,1,4,1,1,1,4,1,1,1,4,1,"YF438np","WC835pl",46,"white","4yearColl","$60,001-$80,000","man","Full-time",""
262,"aff",0,2.4,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Reminder those that do not complete the task will not be compensated properly.","do task",25,4,"do task",50,7,0,1,0,15,30,45,60,75,125,150,175,200,1,1,1,1,7,7,1,1,1,3,1,"TC529xj","OL009mq",34,"black","GED","$40,001-$60,000","woman","Full-time",""
263,"aff",0,1.8,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","skip task",25,3,"do task",45,6,0,1,99,125,125,150,150,150,175,175,200,200,2,2,2,1,2,2,2,1,2,2,1,"JV696yc","GV333wu",49,"white","4yearColl","$80,001-$100,000","man","Part-time",""
264,"aff",0,2.1,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","skip task",20,1,"do task",38,7,0,1,5,20,30,45,70,100,132,150,180,200,4,3,1,1,2,2,2,1,2,3,1,"XT894iw","XD206yn",52,"asian","4yearColl","$80,001-$100,000","woman","Part-time",""
265,"aff",0,2.1,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","Reminder those that do not complete the task will not be compensated properly.","skip task",35,1,"do task",40,7,0,1,200,200,200,200,200,200,200,200,200,200,3,2,2,1,2,3,1,2,1,4,1,"PA168kd","OL009mq",32,"white","GED","$20,001-$40,000","man","Full-time","fun and interesting study! Thank you for the chance to participate!"
266,"aff",0,3.9,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","skip task",25,3,"do task",40,6,0,1,0,0,20,30,35,35,35,35,50,100,5,2,5,5,2,5,4,5,3,3,1,"LW745iy","GV333wu",34,"asian","4yearColl","Over $200,000","man","Full-time",""
267,"aff",0,2.9,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","skip task",20,1,"do task",45,6,0,1,71,88,101,96,102,101,112,122,132,144,2,3,2,2,6,2,1,1,6,4,1,"XT894iw","GJ795ld",43,"black","4yearColl","$80,001-$100,000","woman","Full-time","Fantastic survey "
268,"aff",0,3.7,"This task is meant to challenge you but I have every faith that you will rise to the occasion. Take your time, think clearly and I know you will succeed.","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","do task",45,6,"do task",47,7,0,1,40,50,65,80,100,119,136,158,177,200,4,2,4,4,5,5,2,4,5,2,1,"VM414kq","GJ795ld",36,"white","MA","$120,001-$140,000","woman","Full-time",""
269,"aff",0,2.9,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","Please remember that this task directly affects your future pay and performance. Attempting to skate by or not give your full effort will result in severe consequences.","do task",32,3,"do task",40,6,0,1,50,65,75,95,110,125,140,155,180,200,3,4,2,2,3,6,2,2,3,2,1,"VQ327uf","GJ795ld",NA,"white","4yearColl","$160,001-$180,000","man","Full-time",""
270,"aff",0,2,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",35,2,"do task",40,6,0,1,2,2,99,99,96,200,200,200,200,200,2,2,4,2,1,2,1,1,2,3,1,"KF800kz","PT099gj",47,"white","2yearColl","$60,001-$80,000","woman","Full-time","none"
271,"dom",1,3.5,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",30,5,"skip task",10,5,0,1,184,163,138,120,102,81,62,46,32,19,5,4,3,3,3,3,3,3,3,5,1,"KF800kz","XW406gb",29,"white","PHD","$80,001-$100,000","woman","Part-time",""
272,"aff",0,2.8,"I have faith that you will excel and perform this given task to the best of your ability because I know how hard-working my employees are. With that being said, there will be a monetary reward for those that perform this task as accurately and efficiently as possible!","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","do task",41,6,"do task",41,7,1,1,57,49,50,50,52,65,72,71,97,99,4,2,2,2,2,5,2,4,2,3,1,"VQ327uf","ZC801er",46,"black","GED","$20,001-$40,000","woman","Full-time","This was very interesting."
273,"aff",0,1.4,"I am guessing that you will do great on this task and in doing so you will earn yourself a nice little bonus. Do your best and I know the outcome will be favorable.","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","skip task",20,2,"do task",40,7,0,1,50,75,100,125,150,170,180,190,195,200,2,1,1,1,1,2,1,1,2,2,1,"DV618ch","LB941bt",25,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
274,"aff",0,2.1,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","skip task",0,1,"do task",32,5,0,1,13,65,112,170,178,200,200,200,200,200,1,2,1,2,2,2,1,1,5,4,1,"TC529xj","ZC801er",29,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
275,"aff",0,2.8,"Please do your best at this exercise as I have faith that you will try your hardest, but if you make a mistake, no worries. Just take a deep breath focus on the exercise and you will do great!","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","do task",40,3,"do task",46,6,0,1,0,10,20,30,40,50,65,100,175,200,4,3,3,2,2,4,3,1,3,3,1,"AC528ed","AB972vt",30,"white","4yearColl","$120,001-$140,000","man","Full-time",""
276,"aff",0,3.8,"I think you would be great for this job. You are a hard worker with great skills. I know I can count on you to get the job done.","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",27,3,"do task",27,4,1,1,80,49,45,157,134,98,185,180,183,200,2,4,5,1,3,3,6,6,3,5,1,"JV696yc","KJ482kw",26,"black","PHD","$80,001-$100,000","woman","Full-time",""
277,"aff",0,2.6,"Hello everyone! Thank you all for agreeing to participate in this project. Please take your time and put forth your best effort in completing this activity. If any help is needed, please see me so that I can provide clarity and assistance. Good luck to you all!","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",28,3,"do task",35,7,0,1,0,0,101,104,85,85,84,80,80,80,3,3,1,1,1,6,1,1,3,6,1,"EP725gv","JI806xu",36,"asian","4yearColl","$20,001-$40,000","woman","Part-time",""
278,"aff",0,1.9,"Please do the best that you can to identify all the shapes that are described. Feel free to take your time and double-check your choices - you don't need to be perfect, just make your best effort!","This request needs to be completed immediately and if it is not done correctly, your bonus will be affected. In fact, mine is affected as well, so you better do it right.","do task",40,1,"do task",40,6,0,1,100,100,125,125,150,150,175,175,200,200,3,1,2,2,3,1,2,1,2,2,1,"YF438np","LC320iz",NA,"black","MA","$20,001-$40,000","woman","Full-time",""
279,"aff",0,2.8,"Team - We have an opportunity to earn meaningful bonuses on the upcoming pay cycle. This bonus depends on the accuracy of work you guys submit. The better the work, the higher the bonus we each receive. I know you guys are up to the task and I can't imagine anyone being better suited to nail this challenge than you guys! thanks for all of your hard work.","Dear Employee. Your performance on this task is critical to your success at this company. If you cannot complete this task well, I will have to think about whether or not you are the right fit at the ocmpany. Remember, how I see your performance influences how I see you as a performer and whether or not I want to keep you on at this company. Don't just try your best, do your best.","skip task",26,2,"do task",50,7,0,1,0,0,0,0,25,100,130,145,200,200,4,2,3,3,2,3,2,1,3,5,1,"BA092or","YI774jh",40,"white","4yearColl","$60,001-$80,000","woman","Full-time","n/a"
280,"aff",0,3.8,"Before we begin this task I just want to let you know that I appreciate all the hard work you always do and offer you a chance for a bonus. I am going to assign you a task and if you do well, there is a bonus involved for you. I know that you generally perform well, so I'm not too concerned, but wanted to give you a heads up that the better you perform the better your bonus will be for this task. Thanks again for all your hard work!","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","do task",46,1,"do task",50,4,0,1,60,80,37,61,35,108,67,102,52,84,6,2,6,5,3,5,2,5,1,3,1,"HJ188qx","PT099gj",25,"black","4yearColl","$20,001-$40,000","woman","Full-time","none"
281,"aff",0,1.4,"You totally got this! Please match as many as you can as quickly as you can. By helping me with the work, we can achieve a lot together.","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","skip task",45,3,"do task",45,7,0,1,180,180,180,180,180,200,200,200,200,200,1,1,1,1,1,1,2,1,4,1,1,"XT894iw","AB972vt",32,"asian","PHD","$140,001-$160,000","woman","Temporarily laid off",""
282,"aff",0,3.6,"I've given you a relatively easy task that I know you'll perform your absolute best on! To help make the task a little better, you can earn a nice bonus - so make sure to give it your all! I have no doubt that you'll find it easy and fun. You've got this!","This exercise determines your bonus. So do your best or your bonus will be affected.","do task",32,2,"do task",40,6,0,1,100,100,100,99,100,150,150,150,200,200,5,3,2,7,2,5,2,5,3,2,1,"OA261ld","XW406gb",33,"hispanic","4yearColl","$60,001-$80,000","woman","Full-time","N/A"
283,"aff",0,2.2,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","If you do not do well on this task, you're at risk of being demoted and also will not receive a bonus.","do task",25,2,"do task",45,6,0,1,5,10,15,20,45,70,85,100,150,200,4,2,2,1,1,4,2,1,2,3,1,"SM837hk","XD206yn",31,"black","4yearColl","$100,001-$120,000","woman","Full-time",""
284,"aff",0,1,"Hey teammate, I chose you to help complete this shape identification task because it is a quick, fun way for both of us to earn a bonus and I know you are the perfect person for the job! I'd really appreciate your attention and focus and I'll make sure your bonus reflects your hard work. Let's win this together!","You've been selected for a rigorous task that will impact how the company views our team, myself, and you. This is extremely important and you must understand the gravity of the role you're being assigned. If you were to do poorly, it would impact your standing with the company as well as in my eyes. I want you focus on succeeding in any way possible and remember how much weight this carries.","skip task",31,1,"do task",40,7,0,1,61,83,100,122,138,154,159,166,180,200,1,1,1,1,1,1,1,1,1,1,0,"PA168kd","KJ482kw",72,"white","MA","$80,001-$100,000","woman","Part-time",""
285,"aff",0,3.5,"We win together! You got this, I believe in your amazing abilities and by doing well, we can both walk away with pride and compensation!","There is an activity coming up that you must participate in. This is not optional. You will be automatically enrolled, and the deadline is a hard deadline. Failure to complete the task will result in the potential to be written up.","skip task",20,1,"do task",40,7,0,1,26,86,101,105,110,124,141,175,200,200,5,3,4,5,2,5,1,2,3,5,1,"RA103dx","MR621vy",57,"white","4yearColl","$20,001-$40,000","man","Full-time",""
286,"aff",0,3.4,"Hey, i have a unique opportunity for you to contribute to our team's success. This task could really make a difference for both of us. Your keen eye for details would be invaluable here.","Reminder those that do not complete the task will not be compensated properly.","skip task",26,2,"do task",38,6,0,1,10,46,75,75,110,110,135,135,135,200,6,3,4,2,4,6,2,2,4,1,1,"BD990bc","OL009mq",29,"asian","2yearColl","$80,001-$100,000","man","Part-time",""
287,"aff",0,4,"We want to offer you a bonus for completing this task in its entirety to reward you being such a valuable part of our team. We believe in you, so give it your best shot!","You've got to have this task done in its entirety before leaving leaving today. We're relying on you for accurate work with this one, so please do not let us down.","skip task",21,2,"do task",41,6,0,1,0,0,0,0,50,100,125,150,180,200,5,4,3,5,5,5,3,2,3,5,1,"TC529xj","LB941bt",38,"white","2yearColl","$100,001-$120,000","woman","Full-time, Student",""
288,"dom",1,3,"Hi Team! Thank you so much for all your hard work so far this quarter. It has not gone unnoticed. Coming up, you will be automatically enrolled in an activity that requires your participation. It should not take long, and you will receive a small bonus in return. We realize that it has been especially busy, so if you need an extension on any deadlines in order to complete this task please do not hesitate to reach out.","You must complete this task. Do it to the best of your abilities, or else your bonus will be affected.","skip task",30,3,"do task",31,6,0,1,20,40,60,80,100,120,140,160,180,200,5,3,2,2,2,4,3,2,4,3,1,"SM837hk","PT099gj",64,"white","GED","$0-$20,000","woman","Retired",""
289,"aff",0,2,"I'm choosing this assignment for you because I know that I can count on you to do a great job. Thank you so much!","I need for you to complete a task for me. Your performance directly affects not only my bonus, but yours as well.","skip task",0,3,"do task",25,5,0,1,10,10,10,10,15,15,20,20,25,25,2,2,2,2,2,2,2,2,2,2,1,"KF800kz","GV333wu",46,"white","MA","$100,001-$120,000","man","Full-time",""
290,"aff",0,2.7,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","do task",30,3,"do task",41,5,0,1,200,200,200,200,200,200,200,200,200,200,3,2,2,5,2,2,3,2,4,2,1,"HU074mk","JI806xu",29,"black","MA","$20,001-$40,000","woman","Part-time",""
291,"aff",0,3,"Hi, I have a task that needs to be completed. You've got a sharp eye and I would appreciate if you could do it.","I want you to do this job and do it properly. I expect you to get all 50 shapes correct.","skip task",25,2,"do task",50,6,0,1,0,0,0,0,0,0,0,50,100,200,4,2,2,2,2,6,2,2,5,3,1,"LW745iy","JI806xu",59,"white","2yearColl","$20,001-$40,000","woman","Part-time",""
292,"dom",1,3.1,"You are completely capable of successfully completing this task. You are smart, perceptive, and discerning: all things you need to complete this task well.","Hello, I am writing you today to notify you that you must complete this task flawlessly. There may be consequences if there is any more than 10% wrong. Pay close attention to the task.","do task",45,5,"do task",26,6,1,1,10,10,10,10,10,10,10,10,10,10,5,5,1,2,4,6,1,2,2,3,1,"TO642sj","ZC801er",NA,"black","GED","$0-$20,000","woman","Part-time",""
293,"aff",0,4,"Whether you do well or not, I appreciate your hard work at this company and will continue to support you.","Remember this project is very important to the success of the company and your success here. If you can't accomplish it, you may not be a good fit to continue working here.","skip task",32,2,"do task",45,7,0,1,1,25,50,75,100,125,150,175,190,200,7,3,5,5,2,4,2,5,2,5,1,"HU074mk","AB972vt",29,"white","GED","$0-$20,000","woman","Part-time",""
