"PID","cond","reflection","choicedom","message_choice","pref_cont","CWV","pred_choice","pred_comp","pred_att","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","att_2","is_elg","age","race","edu","income","gender","employment","feedback"
379,"pos","They might believe that the manager has confidence in them to complete the task well.",0,"nondom",2,2.1,"do",40,3,10,20,30,40,50,60,70,80,90,100,3,1,3,2,1,3,2,1,3,2,1,1,1,23,"white","4yearColl","$100,001-$120,000","man","Part-time",""
380,"neg","They may feel concerned that this may be a trick, and there could be a good chance even if they did relatively well they may still miss a good portion of the bonus.",1,"dom",5,1.4,"do",45,3,0,10,15,20,35,50,65,80,90,100,2,1,1,1,2,1,1,1,2,2,1,1,1,51,"white","2yearColl","$80,001-$100,000","man","Full-time",""
381,"neg","It seems kind of pushy, or bossy. Yes, I know that I am the boss but this is not the way I would address anyone if I wanted positive results.",0,"nondom",1,2.3,"do",30,2,61,74,86,100,100,100,100,100,100,100,2,2,3,2,3,3,2,2,2,2,1,1,1,28,"white","GED","$20,001-$40,000","woman","Full-time",""
382,"neg","The employee reading this message might take the meesage the wrong way because he may feel like it's an absolute necessity that he finishes the tasks so that he can receive the bonus.",0,"nondom",2,4.6,"do",50,3,0,0,0,0,50,50,50,50,90,100,7,4,4,6,4,4,5,6,2,4,1,1,1,27,"white","GED","$20,001-$40,000","man","Full-time","Thank you"
383,"pos","The positive response might be that they are encouraged to try their best because they want that full bonus, and I think that the language is very, ""Let's get to it and do this!"" which can be encouraging. ",1,"dom",5,1.1,"do",31,5,82,92,97,99,100,100,100,100,100,100,1,1,1,2,1,1,1,1,1,1,1,1,1,NA,"white","MA","$60,001-$80,000","woman","Full-time","N/A"
384,"pos","They could see the manager as being direct and straightforward. This message makes it clear that their bonus is at stake which could motivate them to do better than if this was not stated, which would be appreciated.",1,"dom",5,2.1,"do",38,5,0,10,25,50,57,65,75,83,90,100,2,3,1,2,1,1,3,1,5,2,1,1,1,37,"white","4yearColl","$60,001-$80,000","woman","Full-time","Fun survey!"
385,"pos","They might think that the manager knows that they know what to do and thinks that they are competent enough to know the task. ",0,"nondom",1,3.4,"do",26,3,0,5,10,15,22,35,51,72,85,100,3,3,2,5,3,3,2,3,5,5,1,1,1,23,"asian","4yearColl","$80,001-$100,000","woman","Full-time",""
386,"neg","The employee might feel distrusted and that the manager only cares about their own bonus, negatively impacting their attitude.",0,"nondom",2,3.3,"do",35,3,0,10,20,30,40,50,60,70,80,90,4,3,3,3,3,4,3,2,4,4,1,1,1,33,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
387,"neg","It comes off as slightly condescending as if there is a consequnce with the shapes are not picked correctly. Also, it's slightly threatning to say if the group doesn't get it done then there is no bonus, it perceives as the bonus is the most important above everyone else.",0,"nondom",1,2.2,"do",25,4,5,10,15,20,24,30,35,50,75,100,2,4,1,2,4,2,1,1,1,4,1,1,1,37,"black","4yearColl","$80,001-$100,000","man","Full-time","This was an interesting and great survey. I enjoyed the questions!"
388,"neg","People generally respond negatively to threats, and when they are made to fear that they will not be able to earn something that was promised to them.  It is demoralizing and does not improve performance",0,"nondom",1,1.1,"do",35,5,50,50,51,49,51,100,100,100,100,100,1,1,1,1,1,1,1,1,1,2,1,1,1,39,"white","PHD","$40,001-$60,000","man","Full-time",""
389,"pos","The message is clear and straight to the point. It is just a friendly reminder to perform as best as they can.",1,"dom",5,3.4,"do",35,6,10,20,27,37,45,55,64,76,85,100,5,5,3,2,3,5,2,5,2,2,1,1,1,37,"white","2yearColl","$60,001-$80,000","man","Full-time","No additional comments."
390,"pos","The message is very encouraging. It motivates employees and encourages them to do their best. ",1,"dom",5,1.1,"do",40,6,0,0,0,0,0,0,0,0,0,50,1,2,1,1,1,1,1,1,1,1,1,1,1,26,"black","4yearColl","$80,001-$100,000","woman","Full-time",""
391,"pos","The second sentence in the paragraph is very encouraging and is pushing them to do their best.",1,"dom",4,2.1,"do",40,5,13,34,50,62,66,70,75,80,88,100,2,1,1,1,4,2,2,1,4,3,1,1,1,32,"white","2yearColl","$40,001-$60,000","man","Full-time",""
392,"neg","There is a threat of a small or no bonus for poor performance which isn't enticing.",0,"nondom",1,3.3,"skip",20,2,25,30,40,50,70,75,80,100,100,100,6,5,2,2,1,6,2,2,2,5,1,1,1,41,"asian","2yearColl","$100,001-$120,000","man","Full-time","Thank you!"
393,"pos","...there wouldn't be I feel like I'm being motivated even though I'm already motivated enough. Also annoying so-to-speak statements like ""get in there"" follow by capitalist nonsense ""PERFORM WELL OR ELSE NO PAY"" no. So I'll lie - the ""employee"" might feel positively towards their ""boss"" because the ""boss"" is ""offering"" a ""bonus"".",0,"nondom",2,2.7,"skip",20,2,100,100,100,100,100,100,100,100,100,100,1,2,1,1,4,5,2,2,5,4,1,1,1,28,"white","4yearColl","$20,001-$40,000","man","Other",""
394,"pos","The manager is being positive by cheering her on. Even mentioned the bonus to give the employee a nice little push.",0,"nondom",1,2.6,"do",50,7,100,100,100,100,100,100,100,100,100,100,5,2,3,1,1,5,1,1,5,2,1,1,1,51,"white","2yearColl","$40,001-$60,000","woman","Part-time",""
395,"neg","The employee might feel pressured and undervalued, interpreting the message as harsh, with more emphasis on consequences than support. This could lead to a sense that the manager lacks empathy and appreciation for their efforts.",0,"nondom",1,2.2,"do",5,2,10,20,30,40,50,60,70,80,90,100,1,7,1,1,1,7,1,1,1,1,1,1,1,38,"black","4yearColl","$80,001-$100,000","man","Part-time",""
396,"neg","It puts a lot of pressure on the employee to perform well that might not be well received. They may not feel encouraged to try their best even if they make a mistake.",0,"nondom",3,1.8,"skip",30,2,10,20,30,40,50,60,70,80,90,100,2,3,1,1,1,2,1,1,1,5,1,1,1,22,"white","GED","$20,001-$40,000","woman","Part-time",""
397,"neg","The last sentence of this message almost feels like a threat. Instead of saying ""if you do well, you get a bonus"" it's very negative by saying what WON'T happen (""if you don't do well, you won't get the full bonus"")",0,"nondom",3,2.8,"do",43,3,5,15,15,55,55,55,80,80,100,100,5,2,2,3,3,2,3,2,3,3,1,1,1,26,"white","4yearColl","$80,001-$100,000","woman","Part-time","n/a"
398,"neg","It sounds more demanding rather than just asking. It makes me think that I am forced to get them all right, if not then I won't receive anything at all. ",0,"nondom",1,2.4,"skip",5,2,12,20,25,30,40,40,50,60,70,80,3,2,2,2,2,4,2,2,2,3,1,1,1,26,"hispanic","GED","$80,001-$100,000","woman","Full-time",""
399,"neg","The employee might feel pressured or micromanaged by the store by the tone of the message interpreting it as controlling or overly demanding this could make them feel undervalued or distrusted and potentially straining their relationship with the manager.",0,"nondom",1,3.5,"do",32,6,5,7,12,19,22,26,33,38,42,48,3,2,6,4,1,5,3,5,2,4,1,1,1,38,"white","4yearColl","$60,001-$80,000","woman","Full-time","had a great study"
400,"neg","The last sentence: if you don't complete it and do well, you will not get the full bonus. This is what adds a negative connotation to the message. It might make the employee turn the task into an emotional one. Giving them performance anxiety and may cause them to make a mistake",0,"nondom",1,2.4,"do",30,2,0,0,0,0,10,15,15,20,20,20,2,5,2,1,2,5,2,1,1,3,1,1,1,33,"white","2yearColl","$60,001-$80,000","man","Full-time",""
401,"pos","It's a motivating message that gets right to the point. They know where this manager is coming from. ",0,"nondom",3,3.1,"do",30,5,25,40,50,60,70,75,80,90,95,100,5,5,3,3,3,5,1,1,2,3,1,1,1,45,"white","GED","$40,001-$60,000","man","Full-time",""
402,"pos","They would react as if they were a key player that was specifically chosen for the task and should try their hardest to complete it well and on time. It would feel honored that their manager chose them for the specific task and would feel a tremendous amount of responsibility to not let them down.",0,"nondom",2,3.1,"do",24,5,3,4,5,12,18,24,33,41,58,82,3,5,2,2,1,6,1,6,2,3,1,1,1,31,"white","4yearColl","$60,001-$80,000","man","Full-time",""
403,"pos","They could react positively to message by seeing the manager has confidence in them. The opening sentence implies that the manager believes the employee is already competent and trusts them to know what to do.",0,"nondom",1,3.1,"do",40,6,10,20,30,35,40,45,50,70,85,100,6,5,1,4,5,5,1,1,2,1,1,1,1,23,"asian","4yearColl","$40,001-$60,000","man","Part-time","Pretty thought provoking "
404,"neg","I feel that the statement is negative because it is very strong, and is overall negative. It comes across as that the employee is not automatically going to succeed.",0,"nondom",3,3.8,"do",35,3,11,13,22,29,34,41,50,70,82,100,5,3,4,2,4,4,5,3,3,5,1,1,1,43,"white","4yearColl","$140,001-$160,000","woman","Part-time",""
405,"neg","I think it sends a bit of an ultimatum. It starts out positively, but then calling out not getting a full bonus kinda makes it feel negative. I would not be inspired by a manager like this.",0,"nondom",2,1.6,"do",41,6,19,30,42,52,61,64,72,80,91,100,3,1,1,1,1,3,1,1,2,2,1,1,1,53,"white","MA","Over $200,000","man","Full-time",""
406,"pos","They may not have a negative effect because they see their manager being completely candid in telling them that their performance is completely correlated to the bonus",1,"dom",5,4,"do",43,5,5,9,30,40,45,50,81,85,91,100,6,2,2,6,4,2,3,6,5,4,1,1,1,24,"asian","4yearColl","$140,001-$160,000","woman","Full-time",""
407,"neg","This message is not encouraging it is threatening. It is written as if you assume that they will not work hard and do their best. Therefore, it is actually quite negative.",0,"nondom",1,2.8,"skip",30,2,21,20,30,40,50,60,70,80,89,100,2,3,1,2,5,3,2,4,3,3,1,1,1,76,"white","2yearColl","$80,001-$100,000","woman","Full-time","none"
408,"neg","It’s not encouraging, it’s threatening them. “Do well or lose money.” That leads to workplace resentment. ",0,"nondom",1,1.8,"do",50,7,30,30,40,50,60,70,80,90,95,100,4,1,1,1,1,4,1,1,1,3,1,1,1,26,"white","GED","$20,001-$40,000","woman","Full-time",""
409,"neg","The employee may not feel encouraged and feel the manager is demanding when the words ""get in there"" are used.  Also, the employee may feel negative and doubtful of his or her abilities and if the manager truly cares about him or her when the manager uses the words, ""If you don't complete it and do well...."". ",0,"nondom",1,1.8,"skip",45,1,10,10,40,50,50,70,70,100,100,100,1,1,1,1,1,6,1,1,2,3,1,1,1,42,"black","4yearColl","$20,001-$40,000","woman","Part-time","It wasn't clear why my favorite color was mentioned. "
410,"pos","They see a reward for their hard work. It allows them to want to desire the full bonus ",1,"dom",6,2.4,"do",42,6,31,47,53,62,73,82,92,93,99,100,2,2,3,3,2,4,1,2,2,3,1,1,1,40,"asian","4yearColl","$120,001-$140,000","man","Full-time",""
411,"pos","They may feel as if they are being supported by their manager. A positive feeling they might have is that their manager trusts them to do well. ",0,"nondom",2,1.5,"do",40,6,20,30,35,40,45,50,70,90,100,100,2,1,1,1,1,3,1,1,2,2,1,1,1,30,"white","4yearColl","$20,001-$40,000","woman","Part-time",""
412,"pos","They may feel that the manager is exacting and has high standards. This is a manager you want to work hard to impress as they will not accept excuses.",1,"dom",5,2.1,"do",46,6,0,0,0,0,0,0,0,0,80,100,2,1,1,2,1,1,2,1,5,5,1,1,1,39,"white","MA","Over $200,000","woman","Unemployed",""
413,"neg","This message does not come across in a good manner. It feels rude and cold.",0,"nondom",1,2,"do",50,7,10,20,30,40,50,60,70,80,90,100,2,2,2,2,2,2,2,2,2,2,1,1,1,32,"multiracial","GED","$80,001-$100,000","man","Full-time",""
414,"neg","This message is not very encouraging or positive. It's actually a bit threatening. ",0,"nondom",1,1.6,"do",50,6,20,30,40,50,60,70,80,90,100,100,1,1,1,1,1,5,2,1,1,2,1,1,1,38,"white","4yearColl","$180,001-$200,000","woman","Part-time",""
415,"pos","As much as he is letting him know what is at stake, in moments like this its better to  focus more on how relaxed he is and for him to do what he know he can without panicking ",0,"nondom",1,3.4,"do",40,7,99,91,82,73,60,46,35,21,15,11,4,2,2,2,6,6,2,6,2,2,1,1,1,37,"white","4yearColl","$100,001-$120,000","man","Full-time",""
416,"neg","I can imagine the feeling a bit neglected and like they haven't been given proper direction. ",0,"nondom",1,2.9,"do",25,2,0,10,10,30,35,40,50,70,80,100,4,2,3,5,1,5,2,2,3,2,1,1,1,39,"white","GED","$100,001-$120,000","man","Full-time",""
417,"pos","A positive reaction may be elicited due to the monetary incentive that comes with completing the task. There is also no indication for any sort of penalty for not doing his best-- just not getting the full bonus. ",1,"dom",5,2.8,"do",30,5,82,83,84,86,87,89,91,93,95,100,3,3,3,2,2,2,3,2,3,5,1,1,1,21,"asian","2yearColl","$100,001-$120,000","woman","Part-time",""
418,"neg","This message is very negative and will not help the employee feel valuable.  There are better ways to get this message across to the employee.",0,"nondom",1,2.9,"skip",30,1,19,31,42,52,60,68,77,83,93,100,5,1,2,2,2,6,1,6,2,2,1,1,1,54,"black","2yearColl","$20,001-$40,000","woman","Full-time",""
419,"pos","The employee could feel joy and gratitude that I am providing them with an opportunity to earn a bonus.",1,"dom",5,2.6,"do",45,6,15,25,37,50,60,71,79,87,94,100,5,3,2,3,2,3,1,1,2,4,1,1,1,27,"hispanic","MA","$40,001-$60,000","man","Full-time",""
420,"pos","The employee could feel the manager is really encouraging them and genuinely wants them to do a good job.  They could feel supported by the straight forward message.",0,"nondom",1,2.1,"skip",25,2,60,70,80,80,90,90,100,100,100,100,3,3,1,2,1,3,1,1,3,3,1,1,1,37,"white","4yearColl","$100,001-$120,000","woman","Full-time",""
421,"pos","The employee should feel that the manager trust their ability to perform well and is setting a clear goal for them. They might be motivated by the opportunity to earn the full bonus through their hard work.",0,"nondom",1,2,"do",50,7,0,10,30,45,50,65,75,80,90,100,5,1,2,1,1,6,1,1,1,1,1,1,1,24,"black","4yearColl","$80,001-$100,000","man","Full-time",""
422,"pos","Of the two options, I thought this one seemed the more harsh message. I suppose the employee could react positively by being encouraged to do their best across all parts of the work, and to be incentivized by receiving a full bonus. I could see how this could affect a more positive attitude towards the manager by being seen as an encouraging team leader.",1,"dom",4,2.1,"do",45,5,10,20,30,40,50,60,70,80,90,100,3,1,2,2,1,5,1,1,3,2,1,1,1,31,"white","GED","$100,001-$120,000","woman","Part-time","Thank you for the survey!"
423,"neg","They would probably feel resentful that their manager is saying they won't get the full bonus if they don't do well on the task. They would feel like the manager is trying to push them around and is implying that the employee won't actually do the job well enough to get the bonus.",0,"nondom",2,1.1,"do",35,3,20,30,45,50,65,85,90,100,100,100,1,1,1,1,1,1,1,1,1,2,1,1,1,43,"white","4yearColl","$0-$20,000","man","Full-time",""
424,"pos","The employee might appreciate the manager directions and clear expectations interpreting the message as a sign that the manager believes in their capabilities and is counting on them to succeed",0,"nondom",1,2.2,"skip",19,2,40,68,56,75,80,64,1,75,75,51,2,1,1,1,2,2,7,2,2,2,1,1,1,53,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
425,"pos","This individual perceives the manager as goal oriented and focused on ensuring success of the employees. The manager wants the employees to reap monetary benefits as well as inspiring an objective-driven attitude.",1,"dom",5,4.1,"do",40,7,15,25,35,45,55,64,70,80,90,100,6,3,6,4,1,7,2,1,5,6,1,1,1,41,"black","4yearColl","$40,001-$60,000","woman","Full-time",""
426,"neg","To start with the tone is dismissive. Although the manager thinks they might be being supportive they are not. And it comes across as punishment if they don't do a good job",0,"nondom",1,2.2,"skip",30,2,50,50,50,50,75,75,75,75,100,100,2,2,2,1,1,5,2,1,4,2,1,1,1,68,"white","GED","$180,001-$200,000","man","Full-time",""
427,"pos","The bonus will give them motivation to do well and feel like they want to show their manager they are capacble.",1,"dom",4,1.9,"do",40,5,3,11,23,36,50,63,74,86,93,100,4,2,1,1,2,3,2,1,1,2,1,1,1,32,"white","MA","$120,001-$140,000","woman","Full-time",""
428,"neg","The employee may feel threatened or pressured by the message and think the manager is being unsupportive. This could cause resentment.  Which then will decrease motivation and cause lack of trust, making the employee feel devalued.",0,"nondom",3,3.3,"do",34,4,56,69,56,55,56,69,61,63,64,69,3,4,5,4,3,4,2,1,3,4,1,1,1,36,"white","GED","$60,001-$80,000","woman","Full-time",""
429,"neg","The employee might feel pressured or micromanaged by the harsh tone, leading to frustration or decreased motivation, and could view the manager as unsupportive or overly demanding, damaging trust and morale.",0,"nondom",2,3.9,"do",35,6,30,19,52,45,39,58,42,41,31,48,5,3,5,6,3,5,2,5,2,3,0,1,0,41,"black","MA","$20,001-$40,000","man","Full-time","good"
430,"pos","It encourages the employee to perform at their best",0,"nondom",1,1.7,"do",36,3,5,10,15,20,25,30,35,40,45,50,2,2,2,1,2,3,1,1,1,2,1,1,1,43,"white","4yearColl","$60,001-$80,000","woman","Full-time",""
431,"pos","The above statement is positive and gives the impression that we're all working together for a specific purpose. It's a request and not an order which refreshing.  ",0,"nondom",2,1.7,"skip",29,3,31,50,57,62,66,71,81,87,90,100,2,1,1,1,2,2,1,1,2,4,1,1,1,60,"white","MA","$100,001-$120,000","woman","Full-time","none"
432,"neg","I think this message comes across as a bit mean spirited and rude. They might not want to try their best if given this message.",0,"nondom",1,2.3,"skip",20,3,100,100,100,100,100,100,100,100,100,100,2,2,2,2,2,3,3,1,3,3,1,1,1,26,"white","4yearColl","$40,001-$60,000","man","Full-time",""
433,"pos","It was straight forward, but I appreciate that it is so I know what to expect.  That way I have a better chance to get the bonus.",0,"nondom",2,1.9,"do",30,6,10,10,10,10,10,10,40,55,75,100,1,3,2,1,1,1,1,1,3,5,1,1,1,48,"white","MA","$120,001-$140,000","man","Full-time","na"
434,"neg","This message is not encouraging. It makes the manager seem like they must care about the money ",0,"nondom",1,3.3,"skip",50,3,100,100,100,100,100,100,100,100,100,100,3,2,2,7,2,6,2,5,2,2,1,1,1,24,"black","4yearColl","$80,001-$100,000","woman","Full-time",""
435,"pos","They may react positively because it makes mention of the bonus. This naturally would entice someone to do their best because they know they will be receiving a reward for putting in extra effort. ",0,"nondom",2,2.6,"do",50,6,100,100,100,100,100,100,100,100,100,100,4,4,2,2,2,4,2,2,2,2,1,1,1,33,"multiracial","2yearColl","$80,001-$100,000","woman","Full-time",""
436,"neg","This message is motivating, but also includes consequences for not performing. If the employee doesn't respond well to authority and direct tasking, it could cause them to be de-motivated and not participate fully.",1,"dom",4,2.3,"do",45,5,10,20,20,30,30,50,50,50,100,100,2,3,2,1,3,1,2,1,5,3,1,1,1,47,"multiracial","MA","Over $200,000","woman","Full-time","none"
437,"neg","The first message is condescending since it assumes to a degree that the employee may not be listening. There are also other assumptions around not doing their best including the possibility of not receiving a bonus.",1,"dom",4,3.5,"do",35,3,0,0,0,40,49,58,68,77,88,100,5,6,3,3,3,6,2,2,2,3,1,1,1,39,"asian","4yearColl","Over $200,000","man","Full-time","thanks!"
438,"neg","It puts pressure on the employee to product and that they're being watched and evaluated.",1,"dom",4,3.4,"do",30,4,0,0,25,30,42,50,60,77,90,100,4,4,2,3,2,4,3,4,4,4,1,1,1,35,"white","MA","$120,001-$140,000","man","Full-time",""
439,"neg","The message is a bit cold.  However, I'm of the school where I greatly appreciate cold, hard facts.  I don't have a problem with the message, but I can see how someone else might have a problem with it.",1,"dom",5,2.6,"do",42,4,50,66,99,100,100,100,100,100,100,100,4,3,1,2,3,5,1,1,2,4,1,1,1,54,"black","GED","$40,001-$60,000","man","Full-time",""
440,"pos","By telling them ""do your absolute best"", I believe the employee would have a positive reaction because it isn't setting an amount that has to be answered correctly which would make someone feel anxious about getting the set amount correctly. The employee was told to complete the whole task in order to get their whole bonus also, which wouldn't feel as stressful either.",0,"nondom",2,4.5,"do",25,6,100,100,100,100,100,100,100,100,100,100,5,5,5,4,5,5,5,2,4,5,1,1,1,NA,"white","2yearColl","$20,001-$40,000","woman","Part-time",""
441,"pos","It is a bit more stick and less carrot. Its not very nice but does encourage them to do a good job",0,"nondom",1,4.3,"skip",30,2,40,40,60,60,80,80,95,95,100,100,5,5,3,5,5,5,5,2,3,5,1,1,1,41,"white","PHD","Over $200,000","man","Full-time",""
442,"neg","This message could seem negative because the manager sound like he is making a threat to the employee. The manager is threatening to withhold bonus money if the employee doesn;t do his best.",0,"nondom",1,3.1,"do",50,6,5,10,15,35,45,50,65,75,90,100,4,1,2,7,1,6,1,7,1,1,1,1,1,56,"black","4yearColl","$60,001-$80,000","woman","Full-time",""
443,"neg","I believe the tone of the message is coming as aggressive. The message is enough to get the employee tensed and anxious throughout the task. His performance could be affected and his reservations about the manager would not be the best.",0,"nondom",1,3.1,"do",40,7,100,100,100,100,100,100,100,100,100,100,5,3,2,2,4,5,2,2,3,3,1,1,1,30,"black","MA","$140,001-$160,000","man","Full-time",""
444,"neg","It just feels like the manager doesn't believe in the employee's ability to do this task well.",0,"nondom",2,2.3,"do",41,6,3,6,11,14,22,30,36,45,52,62,5,2,2,1,1,6,1,1,2,2,1,1,1,40,"hispanic","4yearColl","$100,001-$120,000","man","Full-time",""
445,"neg","They would feel so much pressure to do well. If they don't it would have a negative consequence.",1,"dom",4,2.7,"do",46,4,10,19,28,40,54,64,66,73,76,100,5,3,2,2,2,5,2,2,2,2,1,1,1,48,"asian","MA","$140,001-$160,000","woman","Full-time",""
446,"pos","The employee could have a positive attitude towards the manager for having honesty in their message. I can see someone appreciating the manager being direct with the importance of doing their absolute best. ",0,"nondom",2,2.5,"do",7,6,5,15,30,20,10,10,0,0,0,10,3,3,2,2,3,3,1,2,3,3,1,1,1,41,"hispanic","4yearColl","$40,001-$60,000","man","Full-time",""
447,"pos","As an employee, I would appreciate the managers honesty, as well as their positivity about the task at hand. It seems like the manager has faith that the task can be done ",0,"nondom",3,3.3,"skip",46,5,10,20,30,40,50,60,70,80,90,100,5,3,3,3,3,5,2,1,5,3,1,1,1,2,"white","GED","$40,001-$60,000","woman","Full-time",""
448,"neg","This message comes across as pushy and rude. It also is somewhat threatening in the way it discusses the bonus, and I think this is the wrong way to go about it, as it's not encouraging, and is almost already putting the employee down. ",0,"nondom",1,1.9,"skip",15,1,10,10,10,10,20,30,40,100,100,100,1,1,1,1,2,2,2,1,3,5,1,1,1,40,"white","GED","$20,001-$40,000","woman","Full-time",""
449,"neg","Because this particular message implies that there bonus entirely relies on how well they can perform the task almost in a threatening manner. To them it creates unnecessary pressure to do well or they will not recieve anything at all when that is indeed not the case.",0,"nondom",1,2.1,"do",30,2,11,25,50,61,60,79,100,100,100,100,2,3,2,1,2,6,1,1,1,2,1,1,1,35,"multiracial","2yearColl","$60,001-$80,000","man","Full-time","N/A"
450,"pos","They might have a positive reaction because they see there is an opportunity to earn a bonus.",0,"nondom",3,3.9,"do",50,3,5,10,15,20,34,46,60,74,86,100,5,4,2,4,3,6,3,4,5,3,1,1,1,40,"white","MA","$140,001-$160,000","woman","Full-time",""
451,"neg","The above note sounds more like a threat than a choice. I think most people would do better with a note encouranging them rather than threatening them.",0,"nondom",1,1.9,"do",40,2,20,20,25,25,40,50,65,75,90,100,2,2,2,2,2,2,2,1,2,2,1,1,1,63,"white","GED","$60,001-$80,000","man","Full-time",""
452,"pos","This message doesn't sound very positive. I would imagine the employee feels pressured to do well on the task under the threat of not receiving a bonus. ",0,"nondom",1,2.3,"do",35,6,10,19,30,40,50,59,70,80,90,95,5,3,2,1,2,3,1,1,2,3,1,1,1,45,"hispanic","GED","$0-$20,000","man","Part-time","Was the favorite color question an attention check? I was confused by it as it didn't have any other text around it. If it was, please understand I did my best, that question was just, odd. "
453,"pos","I get the feeling that this message credits the employee as a skilled worker.",0,"nondom",2,2.4,"do",32,3,100,100,100,100,100,100,100,100,100,100,3,3,2,2,1,5,2,1,3,2,1,1,1,25,"white","GED","$0-$20,000","man","Part-time",""
454,"neg","There could be a perception of a threat since some possible money can be held back.  It is slightly demanding towards performance. ",1,"dom",4,2.7,"do",43,4,50,50,70,70,80,80,90,90,100,100,5,4,2,2,2,5,1,2,2,2,1,1,1,54,"white","GED","$140,001-$160,000","man","Full-time",""
455,"neg","The employee might feel pressured or micromanaged by the message interpreting it as a lack of trust in their effort ",0,"nondom",1,2.7,"do",45,3,12,31,49,57,77,70,43,32,66,48,2,1,1,1,6,2,1,1,5,7,1,1,1,38,"white","4yearColl","$40,001-$60,000","man","Full-time",""
456,"neg","I'm basically threatening the employee by saying if they don't perform well, they won't get the full bonus. Is this called negative reinforcement? Whatever it's called, I feel like it would possibly add pressure and make the employee perform worse. Or maybe even cause the employee to perform worse on purpose out of spite. It would make the employee feel controlled and lower on the ladder. No one like to be talked down to.",0,"nondom",1,3.7,"skip",35,1,50,50,50,50,50,100,100,100,100,100,6,5,1,1,4,5,2,1,6,6,1,1,1,54,"white","MA","$160,001-$180,000","man","Full-time, Other","N/A"
457,"neg","The employee might feel pressured or threatened by the tone, interpreting it as demanding  and unsupportive. This could lead to resentment or reduced motivation, damaging trust and making them feel the manager cares more about their own bonus than the employee's effort.",0,"nondom",2,3.6,"do",10,5,39,53,70,43,58,73,40,51,82,60,6,2,5,4,2,4,4,5,2,2,1,1,1,40,"black","4yearColl","$60,001-$80,000","woman","Full-time","none"
458,"neg","The message seems like it's a threat. It might upset them.",1,"dom",6,3.5,"do",25,4,7,17,24,39,48,57,63,71,78,92,4,3,5,3,3,4,3,4,2,4,1,1,1,37,"white","GED","$40,001-$60,000","man","Full-time",""
459,"neg","it sounds demanding and degrading. like you are talking down to them. Not a fan. ",0,"nondom",1,2.2,"skip",25,1,50,50,50,50,100,100,100,100,100,100,5,1,1,1,1,5,1,1,1,5,1,1,1,47,"white","GED","$80,001-$100,000","woman","Full-time","Thank you for allowing me to participate"
460,"pos","This message could be seen as somewhat positive, and a tad bit encouraging for the employee to get the bonus. Do your absolute best... seems encouraging, but it's not. ",0,"nondom",1,2.7,"skip",15,2,100,100,100,100,100,100,100,100,100,100,4,4,1,2,2,4,1,3,1,5,1,1,1,37,"white","4yearColl","$60,001-$80,000","woman","Full-time","none."
461,"pos","The only positive messaging in this is that there’s a chance to get a bonus. ",0,"nondom",1,2.2,"do",25,1,10,20,30,40,50,60,70,80,90,100,3,2,2,1,2,6,1,1,1,3,1,1,1,32,"hispanic","2yearColl","$20,001-$40,000","woman","Part-time",""
462,"pos","They might appreciate the straightforward approach to discussing the task at hand.",0,"nondom",2,2.1,"do",40,6,100,100,100,100,100,100,100,100,100,100,1,1,2,2,2,2,2,1,5,3,1,1,1,34,"white","4yearColl","$140,001-$160,000","man","Full-time",""
463,"pos","I think the positive is that they could get a bonus if they perform well.",1,"dom",4,3.2,"do",35,3,9,19,31,41,51,60,68,76,87,100,4,5,3,2,2,4,3,2,4,3,1,1,1,56,"multiracial","4yearColl","$120,001-$140,000","man","Full-time",""
464,"neg","The employee would be engaging in this activity with a negative mindset. There is no positive reinforcement of how well the employee could possible do with this challenging task. The better method would be compliment the employee in a way that makes them feel good about the task ahead and that they can do it well.",0,"nondom",3,1.4,"do",25,3,23,34,46,59,67,78,90,96,100,100,1,1,1,1,1,2,1,1,3,2,1,1,1,70,"white","2yearColl","$20,001-$40,000","man","Part-time",""
465,"neg","I think that the employee would view this message negatively since it states if you don't complete it and do well you will not get the full bonus.  In many ways the employee can view this as a threat and feel negatively about how this was worded",0,"nondom",1,1.7,"skip",25,2,10,20,30,40,50,60,70,80,90,100,1,2,1,1,1,4,1,1,3,2,1,1,1,59,"white","4yearColl","Over $200,000","man","Full-time",""
466,"neg","They would think if they did not get the full bonus, that the task and themselves were failures instead of praising the effort they gave to the task.",0,"nondom",1,3.5,"do",30,5,96,97,80,85,76,71,66,72,58,55,5,3,3,3,2,5,2,5,4,3,1,1,1,34,"asian","4yearColl","$80,001-$100,000","man","Full-time",""
467,"neg","They might feel pressured, unappreciated, or distrustful of the manager's intensions.",0,"nondom",1,3.9,"do",32,6,27,65,67,62,73,64,74,65,72,73,5,3,6,5,2,6,2,5,2,3,1,0,0,34,"black","4yearColl","$40,001-$60,000","man","Full-time",""
468,"pos","The employee will receive clear directives with concise explanations of the positive or negative consequences, should they complete the challenge.",0,"nondom",3,4.1,"skip",44,5,79,49,0,0,0,0,0,0,0,100,5,5,2,2,4,7,5,2,5,4,1,1,1,32,"white","MA","$100,001-$120,000","woman","Full-time",""
